"id","code","name","definition","level","comments","source_id/id","system"
hc_procedure.proc_not_perf_rsn_135808005,"135808005","Diuretic not indicated","Diuretic not indicated (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_416670004,"416670004","Glitazones not indicated","Glitazones not indicated (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_135805008,"135805008","Nitrate not indicated","Nitrate not indicated (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_704033005,"704033005","Phosphodiesterase 5 inhibitor not indicated","Phosphodiesterase 5 inhibitor not indicated (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_704000000,"704000000","Raloxifene not indicated","Raloxifene not indicated (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_416664005,"416664005","Selective estrogen receptor modulator not indicated","Selective estrogen receptor modulator not indicated (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_134391005,"134391005","Statin not indicated","Statin not indicated (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_416741000,"416741000","Strontium ranelate not indicated","Strontium ranelate not indicated (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_703996009,"703996009","Teriparatide not indicated","Teriparatide not indicated (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_408339001,"408339001","Thrombolysis therapy not indicated","Thrombolysis therapy not indicated (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_134392003,"134392003","Warfarin not indicated","Warfarin not indicated (situation)","5","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170169008,"170169008","10 year examination not offered","10 year examination not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170178002,"170178002","15 year examination not offered","15 year examination not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170133000,"170133000","18 month examination not offered","18 month examination not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170142007,"170142007","2.5 year examination not offered","2.5 year examination not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170151004,"170151004","3.5 year examination not offered","3.5 year examination not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170160007,"170160007","4.5 year examination not offered","4.5 year examination not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170124002,"170124002","8-9 month exam not offered","8-9 month exam not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_712851004,"712851004","Alpha-fetoprotein blood test not offered","Alpha-fetoprotein blood test not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_712852006,"712852006","Amniocentesis not offered","Amniocentesis not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_169608009,"169608009","Antenatal care: not offered","Antenatal care: not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170255003,"170255003","Child 1 year examination not offered","Child 1 year examination not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170273000,"170273000","Child 21 month examination not offered","Child 21 month examination not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170282006,"170282006","Child 3 year exam not offered","Child 3 year exam not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170291005,"170291005","Child 39 month examination not offered","Child 39 month examination not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170264008,"170264008","Child 6 month examination not offered","Child 6 month examination not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170115006,"170115006","Child 6 week examination not offered","Child 6 week examination not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_408506003,"408506003","Child 7 month examination not offered","Child 7 month examination not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170301000,"170301000","Child 8 week examination not offered","Child 8 week examination not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_147022006,"147022006","Double test not offered","Double test not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_148477008,"148477008","Immunization not offered","Immunization not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_444062004,"444062004","Maternal postnatal examination not offered","Maternal postnatal examination not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_712812009,"712812009","Obstetric ultrasonography not offered","Obstetric ultrasonography not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_712996005,"712996005","Parenting education not offered","Parenting education not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_146922001,"146922001","Rubella screening not offered","Rubella screening not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_148324002,"148324002","Screening not offered","Screening not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_712790005,"712790005","Triple test not offered","Triple test not offered (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_712803007,"712803007","Administration of RhD immune globulin not offered","Administration of RhD immune globulin not offered (situation) aka Administration of Anti-D globulin not offered","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_712870009,"712870009","Antenatal Rhesus antibody screening not offered","Antenatal Rhesus antibody screening not offered (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_712869008,"712869008","Antenatal screening for human immunodeficiency virus not offered","Antenatal screening for human immunodeficiency virus not offered (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_712854007,"712854007","Antenatal screening for viral hepatitis type B not offered","Antenatal screening for viral hepatitis type B not offered (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_712872001,"712872001","Antenatal thalassemia screening not offered","Antenatal thalassemia screening not offered (situation)","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170170009,"170170009","10 year examination not wanted","10 year examination not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170179005,"170179005","15 year examination not wanted","15 year examination not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170134006,"170134006","18 month examination not wanted","18 month examination not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170143002,"170143002","2.5 year examination not wanted","2.5 year examination not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170152006,"170152006","3.5 year examination not wanted","3.5 year examination not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170161006,"170161006","4.5 year examination not wanted","4.5 year examination not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170125001,"170125001","8-9 month exam not wanted","8-9 month exam not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_169687001,"169687001","AFP blood test not wanted","Alpha-fetoprotein gene blood test not wanted (situation) aka Alpha-fetoprotein gene (AFP) blood test not wanted","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_169649009,"169649009","A/N amniocentesis - not wanted","Antenatal amniocentesis - not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_169609001,"169609001","Antenatal care: not wanted","Antenatal care: not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_169660000,"169660000","A/N U/S scan not wanted","Antenatal ultrasound scan not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170256002,"170256002","Child 1 year examination not wanted","Child 1 year examination not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170274006,"170274006","Child 21 month examination not wanted","Child 21 month examination not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170283001,"170283001","Child 3 year exam not wanted","Child 3 year exam not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170292003,"170292003","Child 39 month examination not wanted","Child 39 month examination not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170265009,"170265009","Child 6 month examination not wanted","Child 6 month examination not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170116007,"170116007","Child 6 week examination not wanted","Child 6 week examination not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_408505004,"408505004","Child 7 month examination not wanted","Child 7 month examination not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_170302007,"170302007","Child 8 week examination not wanted","Child 8 week examination not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_184163005,"184163005","Child surveillance not wanted","Child surveillance not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_169796005,"169796005","Double test not wanted","Double test not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_171034000,"171034000","Health education not wanted","Health education not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_169635000,"169635000","Parent craft not wanted","Parent craft not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_169693009,"169693009","Rubella screening not wanted","Rubella screening not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_171103002,"171103002","Screening not wanted","Screening not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_169795009,"169795009","Triple test not wanted","Triple test not wanted (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_171152003,"171152003","Screening for malignant neoplasm of cervix not wanted","Screening for malignant neoplasm of cervix not wanted (situation) aka Cancer of cervix screening not wanted","4","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_698357006,"698357006","Abdominal aortic aneurysm screening declined","Abdominal aortic aneurysm screening declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_699054003,"699054003","Administration of blood product declined","Administration of blood product declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_713615000,"713615000","Advance care planning declined","Advance care planning declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_428073005,"428073005","Alcohol consumption screening test declined","Alcohol consumption screening test declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_442392002,"442392002","Ambulance transport to hospital declined","Ambulance transport to hospital declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_408549002,"408549002","Angiocardiography declined","Angiocardiography declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_698451006,"698451006","Ankle brachial pressure index test declined","Ankle brachial pressure index test declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_442324008,"442324008","Antenatal screening declined","Antenatal screening declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_183949008,"183949008","Assessment examination refused","Assessment examination refused (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_705140004,"705140004","Assessment of physical health declined","Assessment of physical health declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_715508000,"715508000","GAD-7 (Generalized Anxiety Disorder 7) scale declined","Assessment using Generalized Anxiety Disorder 7 item scale declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_416126007,"416126007","Bisphosphonates declined","Bisphosphonates declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_698473004,"698473004","Blood glucose test declined","Blood glucose test declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_413123006,"413123006","Blood pressure procedure refused","Blood pressure procedure refused (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_720833006,"720833006","Bone density scan declined","Bone density scan declined (situation) Bone density scan refused","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_12275351000119100,"12275351000119100","Breast cancer screening declined","Breast cancer screening declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_703992006,"703992006","Breastfeeding support declined","Breastfeeding support declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_413756001,"413756001","Cardiac rehabilitation declined","Cardiac rehabilitation declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_429284000,"429284000","Cardiovascular disease risk assessment declined","Cardiovascular disease risk assessment declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_183956002,"183956002","Care/help refused by patient","Care/help refused by patient (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_112241000119107,"112241000119107","Cervical cancer Papanicolaou smear screening declined","Cervical cancer Papanicolaou smear screening declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_412718006,"412718006","Chlamydia screening declined","Chlamydia screening declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_31001000119109,"31001000119109","Colon cancer screening declined","Colon cancer screening declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_116101000119100,"116101000119100","Colonoscopy refused","Colonoscopy refused (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_428650003,"428650003","Congenital hypothyroidism screening declined","Congenital hypothyroidism screening declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_412713002,"412713002","Coronary arteriography declined","Coronary arteriography declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_315021005,"315021005","Coronary heart disease monitoring refused","Coronary heart disease monitoring refused (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_439495000,"439495000","Counseling declined","Counseling declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_428841003,"428841003","Cystic fibrosis screening declined","Cystic fibrosis screening declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_720834000,"720834000","Depression screening declined","Depression screening declined (situation) Depression screening refused","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_412752009,"412752009","Diabetic foot examination declined","Diabetic foot examination declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_413122001,"413122001","Diabetic retinopathy screening refused","Diabetic retinopathy screening refused (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_408569007,"408569007","Diagnostic procedure declined","Diagnostic procedure declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_714747005,"714747005","Discussion about advance care planning declined","Discussion about advance care planning declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_408566000,"408566000","Echocardiogram declined","Echocardiogram declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_408551003,"408551003","Exercise tolerance test refused","Exercise tolerance test refused (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_720832001,"720832001","Fall risk assessment declined","Fall risk assessment declined (situation) Fall risk assessment refused","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_699053009,"699053009","Foot pulse check declined","Foot pulse check declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_426544006,"426544006","History refused","History refused (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_699034004,"699034004","Home oxygen therapy declined","Home oxygen therapy declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_122371000119100,"122371000119100","HIV screening declined","Human immunodeficiency virus screening declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_401047000,"401047000","Hypertension treatment refused","Hypertension treatment refused (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_135826008,"135826008","Lipid lowering therapy declined","Lipid lowering therapy declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_408548005,"408548005","Magnetic resonance imaging scan declined","Magnetic resonance imaging scan declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_444020006,"444020006","Maternal postnatal examination refused","Maternal postnatal examination refused (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_698484006,"698484006","Measurement of waist circumference declined","Measurement of waist circumference declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_412725004,"412725004","Medication review declined","Medication review declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_428042006,"428042006","Medium-chain acyl-coenzyme A dehydrogenase deficiency screening test declined","Medium-chain acyl-coenzyme A dehydrogenase deficiency screening test declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_704046000,"704046000","Mental health assessment declined","Mental health assessment declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_408558009,"408558009","Multidisciplinary team falls assessment declined","Multidisciplinary team falls assessment declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_429688007,"429688007","Nurse triage declined","Nurse triage declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_391015007,"391015007","Osteoporosis risk assessment refused","Osteoporosis risk assessment refused (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_124801000119108,"124801000119108","Osteoporosis screening declined","Osteoporosis screening declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_116491000119104,"116491000119104","Osteoporosis treatment declined","Osteoporosis treatment declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_713068007,"713068007","Over 75 years of age health check declined","Over 75 years of age health check declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_183961000,"183961000","Part III accommodation refused","Part III accommodation refused (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_165342003,"165342003","Patient refused laboratory test","Patient refused laboratory test (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_429739001,"429739001","Patient refused transportation","Patient refused transportation (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_5871000175102,"5871000175102","Patient refuses to verify personal information","Phenylketonuria screening declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_429726000,"429726000","Phenylketonuria screening declined","Prescription of anticipatory care medication declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_408559001,"408559001","Primary health care team falls assessment declined","Primary health care team falls assessment declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_183946001,"183946001","Procedure refused - uncooperative","Procedure refused - uncooperative (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_183945002,"183945002","Procedure refused for religious reason","Procedure refused for religious reason (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_31011000119107,"31011000119107","Prostate cancer screening declined","Prostate cancer screening declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_168499009,"168499009","Radiology refused","Radiographic imaging procedure refused (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_440621003,"440621003","Referral declined by patient","Referral declined by patient (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_704051006,"704051006","Referral to cardiac rehabilitation program declined","Referral to cardiac rehabilitation program declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_134386009,"134386009","Referral to chiropodist declined","Referral to chiropodist declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_134385008,"134385008","Referral to dietician declined","Referral to dietician declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_704049007,"704049007","Referral to erectile dysfunction clinic declined","Referral to erectile dysfunction clinic declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_704097008,"704097008","Referral to heart failure exercise program declined","Referral to heart failure exercise program declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_718700006,"718700006","Referral to psychology service declined","Referral to psychology service declined (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_371138003,"371138003","Refusal of treatment by parents","Refusal of treatment by parents (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
hc_procedure.proc_not_perf_rsn_183947005,"183947005","Refused procedure - after thought","Refused procedure - after thought (situation)","3","","base.snomed","http://hl7.org/fhir/ValueSet/procedure-not-performed-reason"
